,Respondent,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,WebFrameWorkedWith,WebFrameDesireNextYear,DevEnviron
35934,11916.0,Bash/Shell/PowerShell,C,MongoDB,MySQL,AWS,Docker,Express,jQuery,Visual Studio Code
35945,11925.0,C#,C#,Microsoft SQL Server,Firebase,Arduino,AWS,ASP.NET,ASP.NET,Notepad++
35949,11927.0,C++,C#,MongoDB,Microsoft SQL Server,Docker,Docker,ASP.NET,ASP.NET,Notepad++
35953,11928.0,Bash/Shell/PowerShell,Assembly,DynamoDB,DynamoDB,AWS,Android,Spring,Angular/Angular.js,IntelliJ
35963,11934.0,C++,Go,MongoDB,PostgreSQL,Docker,Google Cloud Platform,Angular/Angular.js,Angular/Angular.js,IntelliJ
35964,11934.0,C#,HTML/CSS,MySQL,Redis,Google Cloud Platform,Heroku,Express,Express,Vim
35975,11935.0,Bash/Shell/PowerShell,Java,DynamoDB,Elasticsearch,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
35976,11935.0,HTML/CSS,SQL,Elasticsearch,MySQL,Docker,Docker,Spring,Spring,Sublime Text
35981,11937.0,C,Elixir,Microsoft SQL Server,Firebase,Android,AWS,Angular/Angular.js,React.js,Android Studio
35982,11937.0,C#,Erlang,MySQL,MariaDB,Arduino,Docker,ASP.NET,Ruby on Rails,IntelliJ
35983,11937.0,Dart,Go,SQLite,PostgreSQL,Linux,Google Cloud Platform,jQuery,Vue.js,Visual Studio
35988,11939.0,HTML/CSS,HTML/CSS,MariaDB,MySQL,AWS,Heroku,Django,Flask,Atom
35994,11951.0,Erlang,HTML/CSS,MySQL,PostgreSQL,Heroku,Heroku,Express,Express,Emacs
36004,11954.0,Bash/Shell/PowerShell,HTML/CSS,Firebase,Firebase,AWS,AWS,Angular/Angular.js,Django,Vim
36008,11955.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Elasticsearch,AWS,Android,Flask,Angular/Angular.js,Eclipse
36015,11956.0,HTML/CSS,HTML/CSS,MongoDB,MongoDB,Android,Android,Express,Express,Sublime Text
36027,11958.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Raspberry Pi,Android,Angular/Angular.js,ASP.NET,IPython / Jupyter
36035,11960.0,Go,C++,Cassandra,Cassandra,AWS,Android,Django,Django,Emacs
36036,11960.0,Kotlin,Elixir,PostgreSQL,Firebase,Docker,AWS,Flask,Flask,IntelliJ
36049,11965.0,Bash/Shell/PowerShell,C#,Elasticsearch,Firebase,Microsoft Azure,Microsoft Azure,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
36053,11966.0,C#,F#,Microsoft SQL Server,Firebase,Slack,Docker,Angular/Angular.js,Django,Sublime Text
36058,11967.0,JavaScript,JavaScript,MongoDB,MongoDB,Heroku,Heroku,React.js,React.js,Sublime Text
36060,11971.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Android,Android,jQuery,ASP.NET,Vim
36067,11972.0,HTML/CSS,Elixir,DynamoDB,Couchbase,AWS,AWS,React.js,Angular/Angular.js,IntelliJ
36072,11973.0,C#,C#,Microsoft SQL Server,MongoDB,Windows,Android,ASP.NET,ASP.NET,NetBeans
36076,11974.0,HTML/CSS,HTML/CSS,Firebase,Cassandra,Android,Android,Express,Express,Android Studio
36077,11974.0,Java,Java,MariaDB,Elasticsearch,Google Cloud Platform,Arduino,jQuery,jQuery,Atom
36093,11977.0,Elixir,Dart,Elasticsearch,PostgreSQL,Docker,Heroku,React.js,React.js,Sublime Text
36094,11977.0,JavaScript,Elixir,MariaDB,Redis,Heroku,Linux,Ruby on Rails,Ruby on Rails,Vim
36099,11978.0,HTML/CSS,C,MySQL,MongoDB,Linux,AWS,Angular/Angular.js,Angular/Angular.js,Eclipse
36108,11980.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,AWS,AWS,Flask,Spring,IntelliJ
36109,11980.0,HTML/CSS,Go,MongoDB,MongoDB,Linux,Docker,Spring,Vue.js,Notepad++
36116,11984.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Cassandra,Microsoft Azure,Android,Angular/Angular.js,Angular/Angular.js,Notepad++
36139,11988.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,Angular/Angular.js,Angular/Angular.js,Visual Studio
36146,11989.0,HTML/CSS,HTML/CSS,DynamoDB,DynamoDB,AWS,Android,jQuery,jQuery,Android Studio
36152,11990.0,Go,Go,DynamoDB,DynamoDB,Android,Android,Django,Django,Android Studio
36153,11990.0,HTML/CSS,HTML/CSS,Firebase,Firebase,AWS,AWS,Vue.js,Vue.js,Emacs
36158,11994.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,Elasticsearch,Linux,Docker,Django,Django,PyCharm
36165,11999.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET,Visual Studio
36173,12002.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Other(s):,Other(s):,Docker,Docker,Flask,Flask,IPython / Jupyter
36180,12004.0,HTML/CSS,C++,MySQL,MySQL,Other(s):,Android,Drupal,Drupal,PHPStorm
36184,12008.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,MongoDB,MacOS,Arduino,ASP.NET,Angular/Angular.js,Visual Studio
36197,12014.0,Bash/Shell/PowerShell,C,MariaDB,MariaDB,AWS,AWS,Django,Django,Atom
36205,12015.0,HTML/CSS,HTML/CSS,Firebase,Firebase,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Atom
36217,12023.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,Angular/Angular.js,Angular/Angular.js,Notepad++
36225,12024.0,HTML/CSS,HTML/CSS,PostgreSQL,PostgreSQL,AWS,AWS,jQuery,jQuery,Atom
36230,12025.0,Java,Java,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,Angular/Angular.js,Angular/Angular.js,IntelliJ
36243,12027.0,Java,Java,Microsoft SQL Server,Firebase,Android,MacOS,Spring,Spring,Eclipse
36246,12031.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,Angular/Angular.js,ASP.NET,Visual Studio
36250,12034.0,HTML/CSS,HTML/CSS,MySQL,MySQL,Android,Android,jQuery,ASP.NET,Android Studio
36251,12034.0,JavaScript,Java,SQLite,SQLite,Windows,Arduino,Laravel,Django,IPython / Jupyter
36264,12038.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,Firebase,Android,Android,jQuery,Angular/Angular.js,Emacs
36265,12038.0,HTML/CSS,Go,Firebase,MariaDB,AWS,Arduino,Spring,jQuery,IntelliJ
36274,12042.0,HTML/CSS,PHP,Elasticsearch,Elasticsearch,Docker,Docker,jQuery,jQuery,Sublime Text
36286,12044.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,AWS,AWS,Django,Django,Sublime Text
36300,12049.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Slack,Kubernetes,ASP.NET,ASP.NET,Visual Studio
36303,12050.0,C++,C++,MariaDB,MariaDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio
36304,12050.0,C#,C#,Oracle,PostgreSQL,Arduino,Arduino,ASP.NET,ASP.NET,Visual Studio Code
36310,12053.0,C#,C#,Elasticsearch,Cassandra,Linux,Android,ASP.NET,Angular/Angular.js,Notepad++
36318,12054.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Linux,Linux,React.js,React.js,Vim
36329,12062.0,C#,HTML/CSS,Firebase,Elasticsearch,Android,Android,ASP.NET,Express,Android Studio
36330,12062.0,HTML/CSS,Java,Microsoft SQL Server,Firebase,iOS,Google Cloud Platform,Express,React.js,Atom
36337,12067.0,HTML/CSS,HTML/CSS,PostgreSQL,PostgreSQL,AWS,AWS,Angular/Angular.js,Express,Atom
36363,12076.0,Bash/Shell/PowerShell,Java,Oracle,Cassandra,Linux,Docker,Spring,Spring,Eclipse
36371,12081.0,Bash/Shell/PowerShell,Elixir,DynamoDB,PostgreSQL,AWS,AWS,Express,Express,Visual Studio Code
36376,12083.0,C#,C#,Microsoft SQL Server,MongoDB,Android,Docker,Angular/Angular.js,Angular/Angular.js,Notepad++
36377,12083.0,HTML/CSS,HTML/CSS,MySQL,Microsoft SQL Server,Slack,Linux,ASP.NET,ASP.NET,Visual Studio
36390,12091.0,Bash/Shell/PowerShell,Dart,PostgreSQL,Firebase,AWS,AWS,Django,Django,Atom
36399,12093.0,C#,C#,Microsoft SQL Server,Firebase,Android,Docker,ASP.NET,ASP.NET,Android Studio
36403,12094.0,Go,Go,MariaDB,Elasticsearch,Docker,AWS,Django,Django,PyCharm
36407,12096.0,HTML/CSS,HTML/CSS,Firebase,Firebase,Android,Android,Express,Express,Visual Studio Code
36419,12102.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Android,Android,Drupal,Drupal,PHPStorm
36420,12102.0,HTML/CSS,HTML/CSS,MariaDB,MariaDB,Arduino,Arduino,jQuery,Laravel,Vim
36421,12102.0,JavaScript,JavaScript,Redis,SQLite,Docker,Docker,Laravel,React.js,Visual Studio Code
36427,12103.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Docker,Docker,ASP.NET,Django,Notepad++
36428,12103.0,C#,F#,Microsoft SQL Server,PostgreSQL,Linux,Kubernetes,Django,React.js,PyCharm
36429,12103.0,Python,Go,PostgreSQL,Redis,Slack,Linux,React.js,Vue.js,Vim
36431,12104.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,ASP.NET,ASP.NET,Notepad++
36435,12107.0,Java,Java,Oracle,Cassandra,Linux,Linux,Angular/Angular.js,Angular/Angular.js,IntelliJ
36439,12108.0,HTML/CSS,C#,MariaDB,MariaDB,WordPress,Android,jQuery,jQuery,Atom
36451,12115.0,C,HTML/CSS,MySQL,MySQL,Android,Android,Angular/Angular.js,Angular/Angular.js,Notepad++
36452,12115.0,C++,JavaScript,Oracle,Oracle,Microsoft Azure,iOS,ASP.NET,ASP.NET,Sublime Text
36453,12115.0,C#,PHP,SQLite,SQLite,WordPress,MacOS,jQuery,jQuery,Visual Studio
36466,12119.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Linux,Linux,Spring,Angular/Angular.js,Atom
36472,12124.0,Bash/Shell/PowerShell,HTML/CSS,Firebase,Other(s):,Other(s):,Other(s):,React.js,React.js,Visual Studio Code
36476,12125.0,HTML/CSS,JavaScript,MongoDB,MongoDB,AWS,AWS,Express,Express,Visual Studio Code
36480,12129.0,Bash/Shell/PowerShell,Assembly,MongoDB,Microsoft SQL Server,AWS,Microsoft Azure,Angular/Angular.js,ASP.NET,Vim
36481,12129.0,C#,C++,Microsoft SQL Server,Redis,Windows,Windows,ASP.NET,Other(s):,Visual Studio
36489,12131.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,MacOS,Docker,ASP.NET,ASP.NET,Notepad++
36499,12133.0,HTML/CSS,Elixir,Elasticsearch,Elasticsearch,AWS,AWS,Express,Express,Sublime Text
36512,12136.0,Dart,Dart,Firebase,Cassandra,Android,Android,Express,Express,Android Studio
36513,12136.0,Go,Go,MySQL,Firebase,Linux,Docker,jQuery,jQuery,PHPStorm
36514,12136.0,HTML/CSS,HTML/CSS,PostgreSQL,MariaDB,Raspberry Pi,iOS,React.js,Laravel,Vim
36520,12140.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio
36527,12142.0,Assembly,C#,Couchbase,Elasticsearch,Android,AWS,Express,React.js,Android Studio
36528,12142.0,HTML/CSS,Dart,MariaDB,Firebase,Arduino,Linux,React.js,Vue.js,IntelliJ
36536,12144.0,C#,JavaScript,MariaDB,PostgreSQL,Windows,Windows,ASP.NET,jQuery,Eclipse
36541,12146.0,Bash/Shell/PowerShell,C,PostgreSQL,PostgreSQL,Linux,Linux,Django,Angular/Angular.js,IntelliJ
36565,12157.0,HTML/CSS,HTML/CSS,MongoDB,Firebase,AWS,AWS,React.js,Vue.js,Sublime Text
36567,12160.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Linux,Linux,ASP.NET,Angular/Angular.js,Notepad++
36573,12161.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,MongoDB,Android,Android,Express,Express,Android Studio
36574,12161.0,HTML/CSS,Go,MongoDB,SQLite,AWS,AWS,jQuery,jQuery,IntelliJ
36589,12167.0,Java,Java,Microsoft SQL Server,MongoDB,MacOS,MacOS,Angular/Angular.js,Angular/Angular.js,Eclipse
36590,12167.0,JavaScript,JavaScript,MySQL,Microsoft SQL Server,Windows,Windows,jQuery,Express,Notepad++
36598,12170.0,Bash/Shell/PowerShell,HTML/CSS,MongoDB,PostgreSQL,AWS,AWS,React.js,Django,IntelliJ
36610,12173.0,Assembly,C#,Microsoft SQL Server,Microsoft SQL Server,Arduino,Android,ASP.NET,ASP.NET,Android Studio
36619,12174.0,Elixir,Elixir,Microsoft SQL Server,PostgreSQL,Docker,Docker,Django,React.js,Vim
36629,12180.0,Java,Java,MySQL,MySQL,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
36635,12183.0,HTML/CSS,HTML/CSS,DynamoDB,DynamoDB,AWS,AWS,Flask,Flask,Vim
36641,12185.0,C,C++,Firebase,Firebase,Android,AWS,Express,Express,Android Studio
36649,12186.0,HTML/CSS,Java,Other(s):,Other(s):,Other(s):,Other(s):,React.js,Other(s):,IntelliJ
36659,12190.0,Bash/Shell/PowerShell,Dart,Firebase,Firebase,Android,Google Cloud Platform,Express,Express,Android Studio
36660,12190.0,C++,HTML/CSS,SQLite,PostgreSQL,Google Cloud Platform,iOS,Flask,Flask,IntelliJ
36661,12190.0,Clojure,JavaScript,Other(s):,SQLite,Heroku,Linux,React.js,React.js,Vim
36670,12192.0,Clojure,Clojure,Cassandra,Cassandra,Docker,Docker,Flask,Flask,IntelliJ
36677,12195.0,HTML/CSS,Go,Cassandra,Cassandra,Docker,Docker,Flask,Flask,IntelliJ
36678,12195.0,Java,Java,Redis,Elasticsearch,Google Cloud Platform,Google Cloud Platform,React.js,React.js,Vim
36681,12196.0,JavaScript,JavaScript,Elasticsearch,Elasticsearch,Docker,Docker,React.js,React.js,IntelliJ
36682,12196.0,Python,Scala,Firebase,Firebase,Google Cloud Platform,Google Cloud Platform,Other(s):,Other(s):,IPython / Jupyter
36695,12200.0,HTML/CSS,Go,MariaDB,Elasticsearch,Docker,Docker,Flask,React.js,Sublime Text
36700,12201.0,Bash/Shell/PowerShell,Go,MongoDB,Cassandra,Docker,Docker,Angular/Angular.js,Spring,IntelliJ
36701,12201.0,C#,Java,Microsoft SQL Server,Couchbase,Linux,Google Cloud Platform,Spring,Vue.js,Visual Studio
36705,12202.0,Java,Java,Microsoft SQL Server,PostgreSQL,Arduino,Arduino,Flask,Flask,Eclipse
36706,12202.0,Python,Python,MySQL,SQLite,AWS,AWS,Spring,Spring,Vim
36715,12224.0,Bash/Shell/PowerShell,Clojure,Cassandra,Cassandra,AWS,Docker,React.js,React.js,Emacs
36732,12227.0,Java,C++,Oracle,Elasticsearch,Linux,Docker,Spring,Spring,Eclipse
36736,12230.0,Assembly,C#,Elasticsearch,Microsoft SQL Server,Docker,AWS,Angular/Angular.js,ASP.NET,Android Studio
36747,12231.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Android,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
36755,12234.0,Go,Assembly,Firebase,Firebase,Android,Android,jQuery,jQuery,Android Studio
36766,12236.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,AWS,AWS,Django,Django,Emacs
36767,12236.0,Elixir,Elixir,MariaDB,PostgreSQL,Docker,Docker,jQuery,Flask,Vim
36774,12237.0,Java,Java,Cassandra,Cassandra,Docker,Docker,Flask,Flask,Eclipse
36775,12237.0,Python,Python,Elasticsearch,Elasticsearch,Windows,Windows,Spring,Spring,IntelliJ
36778,12238.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET,Visual Studio
36780,12239.0,Bash/Shell/PowerShell,C#,MySQL,Microsoft SQL Server,AWS,AWS,ASP.NET,ASP.NET,Atom
36785,12240.0,C#,C#,MongoDB,Microsoft SQL Server,Linux,Linux,ASP.NET,ASP.NET,Visual Studio
36789,12241.0,C#,C#,Redis,MongoDB,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET,Notepad++
36794,12242.0,Bash/Shell/PowerShell,C#,MariaDB,MariaDB,Windows,Android,ASP.NET,ASP.NET,Vim
36801,12243.0,Bash/Shell/PowerShell,Rust,Cassandra,MongoDB,Android,Arduino,ASP.NET,ASP.NET,Android Studio
36802,12243.0,C#,WebAssembly,Microsoft SQL Server,PostgreSQL,Arduino,Docker,Django,Django,Notepad++
36809,12244.0,Assembly,Bash/Shell/PowerShell,Cassandra,Cassandra,Arduino,Android,jQuery,Angular/Angular.js,Android Studio
36810,12244.0,Bash/Shell/PowerShell,Elixir,Couchbase,Couchbase,Docker,Arduino,Spring,React.js,IntelliJ
36821,12246.0,C,Clojure,Elasticsearch,Elasticsearch,Docker,Docker,Django,Django,Atom
36832,12250.0,Bash/Shell/PowerShell,Go,Microsoft SQL Server,PostgreSQL,Android,Android,Express,Express,Android Studio
36833,12250.0,C++,HTML/CSS,PostgreSQL,Redis,AWS,AWS,jQuery,React.js,Notepad++
36841,12252.0,HTML/CSS,HTML/CSS,PostgreSQL,PostgreSQL,Heroku,Heroku,Ruby on Rails,Ruby on Rails,Sublime Text
36847,12255.0,Bash/Shell/PowerShell,C#,Oracle,Oracle,Windows,Linux,Angular/Angular.js,Angular/Angular.js,Eclipse
36856,12261.0,Assembly,HTML/CSS,MariaDB,MariaDB,Kubernetes,Kubernetes,Angular/Angular.js,Express,Visual Studio Code
36865,12262.0,C#,Python,Microsoft SQL Server,Cassandra,Google Cloud Platform,Android,ASP.NET,Angular/Angular.js,IntelliJ
36871,12265.0,C#,Bash/Shell/PowerShell,DynamoDB,MongoDB,AWS,AWS,ASP.NET,Angular/Angular.js,Visual Studio
36872,12265.0,HTML/CSS,C#,MariaDB,Microsoft SQL Server,Windows,Microsoft Azure,jQuery,ASP.NET,Visual Studio Code
36877,12266.0,Ruby,Python,PostgreSQL,MongoDB,MacOS,MacOS,Ruby on Rails,Ruby on Rails,Sublime Text
36879,12268.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,iOS,ASP.NET,ASP.NET,Notepad++
36890,12276.0,Bash/Shell/PowerShell,C#,Elasticsearch,Elasticsearch,Microsoft Azure,Microsoft Azure,Angular/Angular.js,Angular/Angular.js,Notepad++
36891,12276.0,C#,HTML/CSS,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,ASP.NET,ASP.NET,Visual Studio
36897,12278.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,Cassandra,Docker,Docker,Angular/Angular.js,Angular/Angular.js,PyCharm
36898,12278.0,C,C++,PostgreSQL,Elasticsearch,Google Cloud Platform,Google Cloud Platform,Flask,Flask,Visual Studio Code
36904,12281.0,HTML/CSS,HTML/CSS,Elasticsearch,Elasticsearch,Docker,Docker,jQuery,Vue.js,IntelliJ
36909,12282.0,Java,Java,DynamoDB,DynamoDB,Kubernetes,Kubernetes,Express,Express,IntelliJ
36913,12284.0,C#,C#,Elasticsearch,Elasticsearch,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
36914,12284.0,HTML/CSS,HTML/CSS,MySQL,MySQL,iOS,iOS,ASP.NET,ASP.NET,Sublime Text
36918,12287.0,HTML/CSS,Go,Elasticsearch,Elasticsearch,Docker,AWS,Django,Django,Visual Studio Code
36930,12291.0,C#,C#,Microsoft SQL Server,Elasticsearch,AWS,Android,ASP.NET,ASP.NET,Atom
36931,12291.0,HTML/CSS,Go,MySQL,Firebase,Linux,AWS,Express,Express,Sublime Text
36932,12291.0,JavaScript,HTML/CSS,Oracle,MongoDB,Windows,Linux,jQuery,Laravel,Visual Studio
36933,12291.0,PHP,JavaScript,SQLite,Microsoft SQL Server,WordPress,Windows,Laravel,Vue.js,Visual Studio Code
36938,12292.0,C++,C++,MySQL,MySQL,Windows,Linux,Angular/Angular.js,Angular/Angular.js,Sublime Text
36943,12293.0,C,Python,Couchbase,DynamoDB,Google Cloud Platform,AWS,Angular/Angular.js,React.js,Eclipse
36949,12296.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,Angular/Angular.js,ASP.NET,Visual Studio
36952,12302.0,Bash/Shell/PowerShell,Clojure,Cassandra,PostgreSQL,AWS,Linux,Django,Flask,Emacs
36959,12303.0,C#,C#,Elasticsearch,Elasticsearch,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET,IntelliJ
36964,12304.0,C#,C#,MongoDB,Elasticsearch,AWS,Google Cloud Platform,ASP.NET,Angular/Angular.js,Visual Studio
36971,12309.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Elasticsearch,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IPython / Jupyter
36972,12309.0,HTML/CSS,Go,MySQL,MongoDB,Docker,Docker,Django,Django,PyCharm
36984,12314.0,C#,F#,Elasticsearch,Couchbase,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio
36985,12314.0,HTML/CSS,Go,MongoDB,Elasticsearch,Microsoft Azure,Kubernetes,ASP.NET,ASP.NET,Visual Studio Code
36999,12320.0,C#,C,Microsoft SQL Server,Firebase,Microsoft Azure,Android,ASP.NET,Angular/Angular.js,Visual Studio
37000,12320.0,Go,C#,PostgreSQL,Microsoft SQL Server,Windows,Docker,jQuery,ASP.NET,Visual Studio Code
37009,12322.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MySQL,Android,Android,Django,Angular/Angular.js,PHPStorm
37010,12322.0,HTML/CSS,C,MySQL,PostgreSQL,Docker,AWS,Flask,Django,Sublime Text
37020,12323.0,Python,Python,MongoDB,MongoDB,Docker,Docker,Flask,Flask,Emacs
37026,12324.0,Assembly,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,Arduino,Arduino,Angular/Angular.js,React.js,Eclipse
37037,12325.0,C#,C#,MySQL,Firebase,Windows,Android,ASP.NET,Angular/Angular.js,Visual Studio
37043,12327.0,Bash/Shell/PowerShell,R,MongoDB,Cassandra,Android,AWS,Flask,Django,IPython / Jupyter
37049,12332.0,Java,Java,PostgreSQL,PostgreSQL,AWS,AWS,Spring,Spring,IntelliJ
37069,12340.0,JavaScript,C#,MySQL,MySQL,Linux,Arduino,Drupal,jQuery,Eclipse
37074,12343.0,Bash/Shell/PowerShell,C#,MariaDB,MariaDB,Android,Windows,jQuery,jQuery,Eclipse
37082,12346.0,HTML/CSS,Python,MySQL,MySQL,Google Cloud Platform,AWS,jQuery,Django,Visual Studio Code
37086,12347.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Microsoft Azure,Angular/Angular.js,ASP.NET,PHPStorm
37092,12350.0,Bash/Shell/PowerShell,Kotlin,MongoDB,MongoDB,Docker,Docker,Flask,React.js,Visual Studio Code
37105,12355.0,C#,Go,Couchbase,Firebase,Android,Android,Angular/Angular.js,Django,Android Studio
37106,12355.0,HTML/CSS,Java,Firebase,MongoDB,iOS,Docker,jQuery,React.js,Sublime Text
37107,12355.0,Java,Kotlin,Microsoft SQL Server,MySQL,Windows,iOS,Laravel,Vue.js,Visual Studio Code
37118,12361.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,AWS,ASP.NET,ASP.NET,PyCharm
37123,12362.0,HTML/CSS,HTML/CSS,MySQL,MongoDB,Arduino,Arduino,Flask,ASP.NET,Atom
37124,12362.0,JavaScript,JavaScript,Redis,MySQL,iOS,AWS,jQuery,Express,NetBeans
37125,12362.0,Objective-C,PHP,SQLite,Redis,MacOS,Docker,Laravel,Flask,PyCharm
37132,12365.0,Go,Go,PostgreSQL,PostgreSQL,IBM Cloud or Watson,MacOS,Drupal,Django,Atom
37137,12367.0,HTML/CSS,Assembly,Microsoft SQL Server,Cassandra,AWS,Android,Angular/Angular.js,Angular/Angular.js,Atom
37138,12367.0,JavaScript,HTML/CSS,PostgreSQL,Elasticsearch,Docker,Arduino,Django,Django,Vim
37144,12370.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,Linux,Linux,React.js,React.js,Eclipse
37158,12373.0,Python,C,PostgreSQL,PostgreSQL,Docker,Arduino,Flask,Flask,IPython / Jupyter
37164,12374.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,AWS,ASP.NET,ASP.NET,Notepad++
37169,12375.0,HTML/CSS,Go,MariaDB,MariaDB,Linux,Linux,Angular/Angular.js,Angular/Angular.js,PHPStorm
37176,12377.0,Bash/Shell/PowerShell,C++,Elasticsearch,Elasticsearch,Docker,Docker,Django,Django,IntelliJ
37177,12377.0,C++,Erlang,MongoDB,PostgreSQL,Google Cloud Platform,Google Cloud Platform,Flask,Flask,PyCharm
37178,12377.0,Go,Python,PostgreSQL,SQLite,Kubernetes,Kubernetes,Other(s):,Other(s):,Vim
37183,12378.0,C#,C#,DynamoDB,DynamoDB,AWS,Docker,ASP.NET,ASP.NET,Notepad++
37184,12378.0,HTML/CSS,Clojure,Elasticsearch,Elasticsearch,Docker,Kubernetes,jQuery,jQuery,Visual Studio
37185,12378.0,JavaScript,F#,Microsoft SQL Server,Microsoft SQL Server,Linux,Linux,React.js,React.js,Visual Studio Code
37201,12386.0,Bash/Shell/PowerShell,Go,Elasticsearch,Elasticsearch,Docker,Docker,Express,Express,PHPStorm
37202,12386.0,HTML/CSS,HTML/CSS,MariaDB,MongoDB,Google Cloud Platform,Google Cloud Platform,Laravel,Laravel,Visual Studio Code
37209,12387.0,C++,C++,Firebase,Firebase,Android,Android,Express,Express,Android Studio
37216,12388.0,C,C++,MongoDB,PostgreSQL,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Sublime Text
37217,12388.0,C++,Go,PostgreSQL,Redis,Google Cloud Platform,Google Cloud Platform,Django,Django,Vim
37222,12390.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Firebase,Docker,Docker,Express,Express,Android Studio
37223,12390.0,HTML/CSS,Dart,MongoDB,MongoDB,Google Cloud Platform,Google Cloud Platform,jQuery,jQuery,Atom
37227,12394.0,C#,Assembly,MongoDB,Cassandra,AWS,Google Cloud Platform,ASP.NET,Django,Visual Studio
